Feature,Coefficient,Model
E_MINRTY,-2809.4090476093543,Lasso
M_MINRTY,-4133.8269569754675,Lasso
E_MUNIT,4717.431017278419,Lasso
M_MUNIT,-3644.985466584931,Lasso
E_MOBILE,-6450.318647948253,Lasso
M_MOBILE,-4594.791160286379,Lasso
E_CROWD,4435.971490485958,Lasso
M_CROWD,-859.5473680818676,Lasso
E_NOVEH,-900.1363439748002,Lasso
M_NOVEH,-1662.1127358387826,Lasso
E_GROUPQ,-5594.568285055573,Lasso
M_GROUPQ,1418.0455800980706,Lasso
EP_POV150,-9801.272703075469,Lasso
MP_POV150,-5308.557523957659,Lasso
EP_UNEMP,4290.399592777296,Lasso
MP_UNEMP,-1314.8675535027503,Lasso
EP_HBURD,-3840.9641478368553,Lasso
MP_HBURD,-2457.7164420942395,Lasso
EP_NOHSDP,1947.3022498309883,Lasso
MP_NOHSDP,1201.3616425049236,Lasso
EP_UNINSUR,4761.185155252175,Lasso
MP_UNINSUR,-1006.0984828282749,Lasso
EP_AGE65,-1651.379844308334,Lasso
MP_AGE65,-1523.1535589920493,Lasso
EP_AGE17,3307.555281664668,Lasso
MP_AGE17,4587.589956940924,Lasso
EP_DISABL,-1082.9142225906776,Lasso
MP_DISABL,1269.9825910594127,Lasso
EP_SNGPNT,-2055.0347538504643,Lasso
MP_SNGPNT,66.3521335605646,Lasso
EP_LIMENG,-2078.9252496716704,Lasso
MP_LIMENG,-4101.159423703301,Lasso
EP_MINRTY,3217.9975593368217,Lasso
MP_MINRTY,-3686.8351454461513,Lasso
EP_MUNIT,-2437.460738442776,Lasso
MP_MUNIT,-2296.4924237639993,Lasso
EP_MOBILE,2830.0485707159078,Lasso
MP_MOBILE,-2634.368619705912,Lasso
EP_CROWD,-187.9285679285714,Lasso
MP_CROWD,-1269.1363467776398,Lasso
EP_NOVEH,887.2756795498311,Lasso
MP_NOVEH,-793.6426642678989,Lasso
EP_GROUPQ,-796.225260398958,Lasso
MP_GROUPQ,1899.7586226579929,Lasso
EPL_POV150,-1160.7574028469214,Lasso
EPL_UNEMP,-1771.0320079067753,Lasso
EPL_HBURD,174.89916728870585,Lasso
EPL_NOHSDP,-545.8990678432029,Lasso
EPL_UNINSUR,2412.566710769904,Lasso
SPL_THEME1,-553.5127788324955,Lasso
RPL_THEME1,-630.087517453654,Lasso
EPL_AGE65,4009.775806532688,Lasso
EPL_AGE17,1430.6797301969423,Lasso
EPL_DISABL,-1528.7709948084948,Lasso
EPL_SNGPNT,-567.4793283190445,Lasso
EPL_LIMENG,-3391.050301900359,Lasso
SPL_THEME2,-112.28508377681081,Lasso
RPL_THEME2,704.3408929739975,Lasso
EPL_MINRTY,1498.5972713327894,Lasso
SPL_THEME3,0.0,Lasso
RPL_THEME3,1.1443623826323804e-13,Lasso
EPL_MUNIT,2030.6369743989835,Lasso
EPL_MOBILE,3529.5767435011853,Lasso
EPL_CROWD,-1870.8804679786494,Lasso
EPL_NOVEH,-1033.208496117068,Lasso
EPL_GROUPQ,-1248.9300580837973,Lasso
SPL_THEME4,1665.4386053002331,Lasso
RPL_THEME4,-866.8298385379948,Lasso
SPL_THEMES,324.5179726443518,Lasso
RPL_THEMES,-585.5837847286357,Lasso
F_POV150,2798.0654010657413,Lasso
F_UNEMP,2.0922152899061078e-13,Lasso
F_HBURD,0.0,Lasso
F_NOHSDP,0.0,Lasso
F_UNINSUR,0.0,Lasso
F_THEME1,9.49240686054509e-15,Lasso
F_AGE65,0.0,Lasso
F_AGE17,-2207.753266102243,Lasso
F_DISABL,0.0,Lasso
F_SNGPNT,-214.4546573441547,Lasso
F_LIMENG,479.7064186460589,Lasso
F_THEME2,90.0872289887546,Lasso
F_MINRTY,0.0,Lasso
F_THEME3,0.0,Lasso
F_MUNIT,162.0484745500303,Lasso
F_MOBILE,0.0,Lasso
F_CROWD,-1163.8266702644244,Lasso
F_NOVEH,859.2801829718961,Lasso
F_GROUPQ,0.0,Lasso
F_THEME4,-391.2734835085189,Lasso
F_TOTAL,255.50299702384106,Lasso
E_DAYPOP,1640.049255506405,Lasso
E_NOINT,-761.316589060802,Lasso
M_NOINT,-232.1296440811959,Lasso
E_AFAM,360.975770988848,Lasso
M_AFAM,695.8424613837776,Lasso
E_HISP,405.89484990261394,Lasso
M_HISP,0.0,Lasso
E_ASIAN,-817.7017917807973,Lasso
M_ASIAN,657.4566147486025,Lasso
E_AIAN,-318.90577104914934,Lasso
M_AIAN,-120.83887990077078,Lasso
E_NHPI,-663.5363164463312,Lasso
M_NHPI,-2718.7825317071283,Lasso
E_TWOMORE,1802.9364547659077,Lasso
M_TWOMORE,338.13248934888156,Lasso
E_OTHERRACE,-1092.3767116538274,Lasso
M_OTHERRACE,-615.7238913278137,Lasso
EP_NOINT,-3027.9649352224287,Lasso
MP_NOINT,-778.1070342338851,Lasso
EP_AFAM,-724.9371995346124,Lasso
MP_AFAM,1716.2459132857575,Lasso
EP_HISP,1394.177684328529,Lasso
MP_HISP,0.0,Lasso
EP_ASIAN,-1358.3903710631264,Lasso
MP_ASIAN,-332.99404609010395,Lasso
EP_AIAN,415.42368678254877,Lasso
MP_AIAN,-111.79780529922586,Lasso
EP_NHPI,-1095.0528681975848,Lasso
MP_NHPI,-1284.5789730812696,Lasso
EP_TWOMORE,491.57551804633925,Lasso
MP_TWOMORE,-915.4583742426763,Lasso
EP_OTHERRACE,-704.4235698148286,Lasso
MP_OTHERRACE,-191.78181738586142,Lasso
RUCC_2013,-495.01931284314236,Lasso
UIC_2013,784.3546436086773,Lasso
HPSA_PrimaryCare_2023,-964.8743088252417,Lasso
HPSA_Dental_2023,-3.432532036384828e-13,Lasso
HPSA_Mental_2023,-2009.5648927779962,Lasso
MDs_All_2021,1467.187918682117,Lasso
MDs_PrimaryCare_perCap_2021,-457.82581135886846,Lasso
MDs_FamilyMed_2021,48.26770605488035,Lasso
MDs_InternalMed_2021,67.83040874206655,Lasso
MDs_Pediatrics_2021,508.5612027516926,Lasso
Age_Group_Less_than_1_year,-50.18664729731302,Lasso
Age_Group_or_more_years,-510.3221647960536,Lasso
Age_Group_years,237.75316749299466,Lasso
Payer_Court/Law_Enforcement,-586.5156819885882,Lasso
"Payer_Discharged,_transferred_to_acute_facility",715.1544915619604,Lasso
"Payer_Discharged,_transferred_to_facility_that_provides_nursing,_custodial,_or_supportive_care",779.371574528161,Lasso
"Payer_Discharged,_transferred_to_long_term_acute_care_facility_(LTAC)",1216.2972359539874,Lasso
"Payer_Discharged,_transferred_to_psychiatric_facility",-854.9060179236885,Lasso
"Payer_Discharged,_transferred_to_rehab_facility",33.97951824044504,Lasso
Payer_Expired,-1252.383607620238,Lasso
Payer_GA,586.6604481453337,Lasso
Payer_Hospice,388.65532111779066,Lasso
Payer_Left_against_medical_advice,626.2807468349679,Lasso
Payer_Medicaid,-1139.1358491586611,Lasso
Payer_Medicare,-221.10703042255514,Lasso
Payer_Other,-860.8625224288072,Lasso
Payer_Other_government,1351.166853551064,Lasso
Payer_Other/Unknown,-497.17490300825443,Lasso
"Payer_Patient_Disposition_Home,_self,_or_outpatient_care",85.76978696479637,Lasso
Payer_Patient_Residence_State_NC,199.85661225536873,Lasso
Payer_SC,-1254.1131510511132,Lasso
Payer_TN,830.6649193266678,Lasso
Payer_Total_Number_of_Visits,486.9222319739191,Lasso
Payer_Uninsured,-218.47927559742976,Lasso
Payer_Unknown,0.0,Lasso
Payer_VA,-1149.3699829885202,Lasso
Point_of_Origin_Court/law_enforcement,-1262.4989705247117,Lasso
Point_of_Origin_Information_not_available,-105.9371023805204,Lasso
Point_of_Origin_Newborn,0.0,Lasso
"Point_of_Origin_Transfer_from_a_SNF,_ICF,_ALF",-700.1738043245311,Lasso
Point_of_Origin_Transfer_from_a_hospital_or_other_health_care_facility,1304.484959009127,Lasso
Point_of_Origin_s_office,-1326.5882985159856,Lasso
Race_African_American,1188.786516307663,Lasso
Race_American_Indian,458.79293754121306,Lasso
Race_Asian/Pacific_Islander,19.550743253184564,Lasso
Race_Caucasian,176.6619252505284,Lasso
Race_Ethnicity_Hispanic,22.757085331411126,Lasso
Race_Ethnicity_Non_Hispanic,-147.41373490119403,Lasso
Race_Non_Hispanic,-159.26763986836622,Lasso
Race_Other_Race,-199.9773361501097,Lasso
Race_Unavailable,306.9533072755137,Lasso
Race_Unknown,-16.58974350647264,Lasso
ACCESS2_age-adjusted_prevalence,997.9938755249432,Lasso
ACCESS2_crude_prevalence,841.5572759932747,Lasso
BINGE_age-adjusted_prevalence,-464.0189610298272,Lasso
BINGE_crude_prevalence,-203.75431293640187,Lasso
BPMED_age-adjusted_prevalence,-125.07865016237648,Lasso
BPMED_crude_prevalence,550.8686656079102,Lasso
CANCER_age-adjusted_prevalence,573.0905616469076,Lasso
CANCER_crude_prevalence,-576.2755566915519,Lasso
CASTHMA_age-adjusted_prevalence,-864.8210526337538,Lasso
CASTHMA_crude_prevalence,138.43138221685072,Lasso
CHD_age-adjusted_prevalence,-595.67686952946,Lasso
CHD_crude_prevalence,62.486047467409534,Lasso
CHECKUP_age-adjusted_prevalence,1435.3743656967258,Lasso
CHECKUP_crude_prevalence,609.5025524663477,Lasso
CHOLSCREEN_age-adjusted_prevalence,272.7743628923856,Lasso
CHOLSCREEN_crude_prevalence,416.1591741899363,Lasso
COGNITION_age-adjusted_prevalence,822.1815996450266,Lasso
COGNITION_crude_prevalence,-125.19601680105497,Lasso
COLON_SCREEN_age-adjusted_prevalence,-232.77171009210318,Lasso
COLON_SCREEN_crude_prevalence,-317.9742994471512,Lasso
CSMOKING_age-adjusted_prevalence,66.93211527716879,Lasso
CSMOKING_crude_prevalence,42.70772856692193,Lasso
DENTAL_age-adjusted_prevalence,408.918591195245,Lasso
DENTAL_crude_prevalence,42.81692907983072,Lasso
DIABETES_age-adjusted_prevalence,-596.1493666687783,Lasso
DIABETES_crude_prevalence,1.773845737149696,Lasso
DISABILITY_age-adjusted_prevalence,356.5455885519011,Lasso
DISABILITY_crude_prevalence,-111.27748558128806,Lasso
EMOTIONSPT_age-adjusted_prevalence,75.79860689354658,Lasso
EMOTIONSPT_crude_prevalence,-57.94220443237797,Lasso
FOODINSECU_age-adjusted_prevalence,51.4739359050471,Lasso
FOODINSECU_crude_prevalence,16.807047849701828,Lasso
FOODSTAMP_age-adjusted_prevalence,-59.382395481752944,Lasso
FOODSTAMP_crude_prevalence,30.280752363543204,Lasso
GHLTH_age-adjusted_prevalence,256.1148732461275,Lasso
GHLTH_crude_prevalence,-9.899173535892015,Lasso
HEARING_age-adjusted_prevalence,-185.55131006639425,Lasso
HEARING_crude_prevalence,-23.377329433641265,Lasso
HOUSINSECU_age-adjusted_prevalence,-95.10283112024155,Lasso
HOUSINSECU_crude_prevalence,66.3001030501594,Lasso
INDEPLIVE_age-adjusted_prevalence,137.1110938492265,Lasso
INDEPLIVE_crude_prevalence,-35.652094234740815,Lasso
ISOLATION_age-adjusted_prevalence,829.5309515562473,Lasso
ISOLATION_crude_prevalence,-112.08182549953588,Lasso
LACKTRPT_age-adjusted_prevalence,-651.896656761427,Lasso
LACKTRPT_crude_prevalence,13.744423115739119,Lasso
LPA_age-adjusted_prevalence,293.96123689576984,Lasso
LPA_crude_prevalence,-9.44136135347406,Lasso
MAMMOUSE_age-adjusted_prevalence,1285.892411392148,Lasso
MAMMOUSE_crude_prevalence,-158.35520375530677,Lasso
MHLTH_age-adjusted_prevalence,162.1568331407263,Lasso
MHLTH_crude_prevalence,-185.4420366002779,Lasso
MOBILITY_age-adjusted_prevalence,260.01995758879957,Lasso
MOBILITY_crude_prevalence,21.70019226163949,Lasso
OBESITY_age-adjusted_prevalence,137.23926883671504,Lasso
OBESITY_crude_prevalence,174.95778518520262,Lasso
PHLTH_age-adjusted_prevalence,-139.01169811021472,Lasso
PHLTH_crude_prevalence,69.51537354850007,Lasso
SELFCARE_age-adjusted_prevalence,-385.5259083547299,Lasso
SELFCARE_crude_prevalence,39.77993007314725,Lasso
SHUTUTILITY_age-adjusted_prevalence,-198.0484701422893,Lasso
SHUTUTILITY_crude_prevalence,81.98067582833913,Lasso
SLEEP_age-adjusted_prevalence,-494.2566445009945,Lasso
SLEEP_crude_prevalence,84.70768821032328,Lasso
STROKE_age-adjusted_prevalence,238.9576895963658,Lasso
STROKE_crude_prevalence,-60.58757815714994,Lasso
VISION_age-adjusted_prevalence,172.2668268506,Lasso
VISION_crude_prevalence,36.116093145451906,Lasso
