"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
"2021","NC","North Carolina","Pitt","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","34.5",,,"30.8","38.3","173,542","136,973","37147","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-77.374678818702 35.5934498276118)"
"2022","NC","North Carolina","Perquimans","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","22.2",,,"18.1","26.5","13,210","10,767","37143","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-76.4398245484823 36.2049769828067)"
"2022","NC","North Carolina","Warren","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","16.2",,,"14.3","18.2","18,713","15,455","37185","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-78.1065171313416 36.3966767382286)"
"2021","NC","North Carolina","Yadkin","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","60.4",,,"55.3","65.4","37,463","29,910","37197","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-80.6651545675768 36.1601990907039)"
"2022","NC","North Carolina","Bladen","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","6.8",,,"6.2","7.5","29,446","23,540","37017","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-78.5631528118713 34.6142975484762)"
"2022","NC","North Carolina","Macon","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","5.2",,,"4.8","5.8","38,065","31,219","37113","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-83.4217780844555 35.1506263752147)"
"2022","NC","North Carolina","Camden","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","11.2",,,"9.6","13.0","11,088","8,570","37029","HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-76.2049603642896 36.3863407828493)"
"2022","NC","North Carolina","Graham","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","73.9",,,"69.4","78.0","7,980","6,411","37075","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-83.8330304431855 35.3499181619087)"
"2021","NC","North Carolina","Rutherford","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","32.1",,,"27.5","37.1","64,963","52,036","37161","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-81.9203691777493 35.4025792890745)"
"2022","NC","North Carolina","Transylvania","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","18.8",,,"15.7","22.6","33,355","28,332","37175","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-82.7987373770396 35.2014202945151)"
"2022","NC","North Carolina","Orange","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","3.7",,,"3.3","4.0","150,477","122,960","37135","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-79.1206058027686 36.0613413706585)"
"2022","NC","North Carolina","Iredell","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","34.0",,,"26.9","41.6","195,897","152,777","37097","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-80.8731910815794 35.8070107330188)"
"2021","NC","North Carolina","Wayne","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","85.5",,,"83.0","87.8","117,286","89,675","37191","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-78.0039504800588 35.3637958601789)"
"2022","NC","North Carolina","Currituck","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","7.3",,,"6.5","8.0","31,015","24,131","37053","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-76.0039069482098 36.4032422089498)"
"2022","NC","North Carolina","Swain","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.2",,,"73.2","81.0","13,967","10,864","37173","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-83.4925803630805 35.4868277405668)"
"2022","NC","North Carolina","Camden","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","74.2",,,"69.8","78.5","11,088","8,570","37029","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-76.2049603642896 36.3863407828493)"
"2022","NC","North Carolina","Bladen","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","17.9",,,"15.9","20.0","29,446","23,540","37017","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-78.5631528118713 34.6142975484762)"
"2022","NC","North Carolina","Orange","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","9.4",,,"8.3","10.6","150,477","122,960","37135","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-79.1206058027686 36.0613413706585)"
"2022","NC","North Carolina","Richmond","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","22.9",,,"19.2","26.8","42,778","32,808","37153","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-79.7480501194479 35.0059731618643)"
"2022","NC","North Carolina","Dare","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.1",,,"7.9","10.4","37,956","31,156","37055","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-75.7824832328063 35.7631926889993)"
"2021","NC","North Carolina","Rockingham","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","38.8",,,"34.4","43.3","91,957","73,468","37157","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-79.7749885459399 36.3960168778977)"
"2021","NC","North Carolina","Madison","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","81.6",,,"78.5","84.3","21,768","18,131","37115","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication","POINT (-82.7057879444013 35.8579929239928)"
"2022","NC","North Carolina","Lenoir","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","13.6",,,"12.3","14.9","54,633","42,248","37107","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-77.6409595927808 35.2387324403638)"
"2022","NC","North Carolina","Ashe","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","12.0",,,"10.6","13.6","27,110","22,615","37009","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps","POINT (-81.5005505989795 36.4341479679829)"
"2022","NC","North Carolina","Forsyth","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","34.2",,,"28.7","39.8","389,157","302,280","37067","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-80.2562678118814 36.1306194708921)"
"2022","NC","North Carolina","Halifax","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","9.0",,,"8.1","10.1","47,848","37,624","37083","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-77.6516450517141 36.257829844498)"
"2022","NC","North Carolina","Washington","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","11.6",,,"10.1","13.1","10,828","8,655","37187","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-76.5770084500192 35.8231123664106)"
"2022","NC","North Carolina","Caldwell","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","18.4",,,"16.2","20.8","80,492","64,779","37027","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-81.5466545637271 35.9530956685159)"
"2022","NC","North Carolina","Vance","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","28.8",,,"24.9","33.0","42,138","32,110","37181","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-78.4079704512629 36.3651057008362)"
"2022","NC","North Carolina","Clay","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","23.2",,,"19.6","27.2","11,614","9,847","37043","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-83.7497979844905 35.0571247338988)"
"2022","NC","North Carolina","Watauga","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","11.7",,,"10.3","13.2","55,089","48,616","37189","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-81.6965516146841 36.2310171963868)"
"2022","NC","North Carolina","Washington","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","7.5",,,"6.6","8.3","10,828","8,655","37187","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-76.5770084500192 35.8231123664106)"
"2022","NC","North Carolina","Jones","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","25.0",,,"21.5","28.8","9,233","7,545","37103","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-77.3548950478113 35.0214417782855)"
"2022","NC","North Carolina","Duplin","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","24.1",,,"20.7","27.9","48,990","37,227","37061","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-77.9328634793398 34.9363853110288)"
"2022","NC","North Carolina","Catawba","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","24.4",,,"21.2","27.7","163,462","128,493","37035","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-81.2149250535504 35.6622179779733)"
"2022","NC","North Carolina","Hyde","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","18.6",,,"16.6","20.8","4,576","3,862","37095","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-76.246508754071 35.5192667562167)"
"2022","NC","North Carolina","Tyrrell","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence","37.0",,,"28.9","45.7","3,365","2,644","37177","HLTHOUT","OBESITY","AgeAdjPrv","Obesity","POINT (-76.2078458813114 35.8180871559222)"
"2022","NC","North Carolina","Anson","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","11.1",,,"10.0","12.2","22,202","17,846","37007","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability","POINT (-80.1026872705448 34.9736529585894)"
"2022","NC","North Carolina","Brunswick","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","23.2",,,"19.4","27.2","153,064","131,836","37019","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-78.2376597098153 34.0703788434431)"
"2022","NC","North Carolina","Pitt","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","25.4",,,"22.1","28.6","173,542","136,973","37147","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-77.374678818702 35.5934498276118)"
"2022","NC","North Carolina","Wake","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","31.6",,,"27.6","35.9","1,175,021","908,531","37183","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-78.6503446201168 35.7900594036584)"
"2022","NC","North Carolina","Nash","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","37.3",,,"30.5","44.2","95,789","74,919","37127","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-77.9860103790339 35.9677050225842)"
"2022","NC","North Carolina","Moore","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","8.8",,,"7.8","9.9","105,531","82,726","37125","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-79.4810833853778 35.3107524292018)"
"2022","NC","North Carolina","Perquimans","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","9.6",,,"8.5","10.8","13,210","10,767","37143","HLTHOUT","COPD","CrdPrv","COPD","POINT (-76.4398245484823 36.2049769828067)"
"2022","NC","North Carolina","Rowan","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","75.7",,,"67.6","82.5","149,645","117,165","37159","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-80.5247968376348 35.639349134151)"
"2022","NC","North Carolina","Chatham","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","10.9",,,"8.7","13.2","79,864","64,854","37037","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-79.2552206168112 35.7026752604208)"
"2022","NC","North Carolina","Jackson","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","7.4",,,"6.6","8.3","42,955","36,071","37099","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-83.140690459055 35.2882917929266)"
"2022","NC","North Carolina","Sampson","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","31.7",,,"27.1","36.5","59,120","44,784","37163","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-78.3716173368201 34.9921847299645)"
"2022","NC","North Carolina","Davidson","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence","18.7",,,"15.3","23.1","172,586","135,652","37057","RISKBEH","BINGE","AgeAdjPrv","Binge Drinking","POINT (-80.2126241733172 35.79334763177)"
"2022","NC","North Carolina","Onslow","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","30.9",,,"27.0","34.9","207,298","156,300","37133","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-77.4275153859824 34.7305699378555)"
"2021","NC","North Carolina","Montgomery","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence","82.2",,,"78.9","84.9","25,894","20,532","37123","PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening","POINT (-79.9051746925854 35.3323223366211)"
"2022","NC","North Carolina","Cherokee","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence","3.7",,,"3.4","4.1","29,512","24,916","37039","HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-84.0637476312268 35.1337276354312)"
"2022","NC","North Carolina","Surry","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","18.7",,,"16.4","21.0","71,403","56,506","37171","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-80.6880595387123 36.4143133430213)"
"2022","NC","North Carolina","Wilkes","BRFSS","Disability","Any disability among adults","%","Crude prevalence","37.9",,,"33.3","42.4","65,784","52,904","37193","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-81.1632504740295 36.2059050717718)"
"2022","NC","North Carolina","Stanly","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","61.8",,,"57.9","65.5","64,153","50,302","37167","PREVENT","DENTAL","CrdPrv","Dental Visit","POINT (-80.2512803776288 35.311751830322)"
"2022","NC","North Carolina","Mecklenburg","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","5.3",,,"4.6","6.1","1,145,392","888,818","37119","HLTHOUT","COPD","CrdPrv","COPD","POINT (-80.8328001765676 35.2467186870894)"
"2022","NC","North Carolina","Franklin","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","15.8",,,"14.0","17.7","74,539","58,589","37069","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-78.2855965915324 36.0827093866128)"
"2022","NC","North Carolina","Pasquotank","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","60.5",,,"56.4","64.4","40,938","32,327","37139","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-76.2844399122087 36.2952169111293)"
"2022","NC","North Carolina","Caldwell","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","19.9",,,"17.6","22.3","80,492","64,779","37027","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-81.5466545637271 35.9530956685159)"
"2022","NC","North Carolina","McDowell","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","11.0",,,"9.8","12.3","44,753","36,114","37111","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-82.0487203388744 35.6823599984024)"
"2022","NC","North Carolina","Orange","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","7.4",,,"6.7","8.1","150,477","122,960","37135","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma","POINT (-79.1206058027686 36.0613413706585)"
"2022","NC","North Carolina","Union","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","69.1",,,"65.5","72.4","249,070","186,219","37179","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-80.5307553094627 34.9884050314763)"
"2021","NC","North Carolina","Guilford","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","61.0",,,"56.3","65.7","546,101","427,983","37081","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-79.7889017999481 36.079488692501)"
"2021","NC","North Carolina","Brunswick","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","61.1",,,"56.2","65.8","153,064","131,836","37019","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-78.2376597098153 34.0703788434431)"
"2022","NC","North Carolina","Columbus","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","32.8",,,"31.8","33.7","49,885","39,531","37047","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-78.6551028425544 34.2655540076522)"
"2022","NC","North Carolina","Mecklenburg","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","6.8",,,"6.0","7.6","1,145,392","888,818","37119","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability","POINT (-80.8328001765676 35.2467186870894)"
"2022","NC","North Carolina","Granville","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","7.0",,,"6.2","7.9","61,903","49,520","37077","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-78.6528560993089 36.3038620044075)"
"2022","NC","North Carolina","Beaufort","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","22.9",,,"20.4","25.6","44,272","35,727","37013","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-76.8589373781447 35.4941226525086)"
"2022","NC","North Carolina","Halifax","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","7.2",,,"6.5","8.0","47,848","37,624","37083","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-77.6516450517141 36.257829844498)"
"2021","NC","North Carolina","Jones","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence","36.7",,,"32.2","41.2","9,233","7,545","37103","HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure","POINT (-77.3548950478113 35.0214417782855)"
"2022","NC","North Carolina","Forsyth","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","29.9",,,"26.1","33.7","389,157","302,280","37067","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-80.2562678118814 36.1306194708921)"
"2022","NC","North Carolina","Chowan","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","20.6",,,"18.2","23.2","13,940","11,202","37041","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-76.6081998621462 36.1488065523219)"
"2022","NC","North Carolina","Avery","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence","33.1",,,"25.5","41.3","17,571","15,070","37011","HLTHOUT","OBESITY","AgeAdjPrv","Obesity","POINT (-81.9225713884377 36.0766997215744)"
"2022","NC","North Carolina","Davie","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","32.1",,,"28.0","36.4","44,090","35,045","37059","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-80.5445531639191 35.9288732524121)"
"2022","NC","North Carolina","Lincoln","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","8.0",,,"7.2","8.9","93,095","74,084","37109","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-81.2240721915513 35.4855553677493)"
"2022","NC","North Carolina","Alleghany","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","7.4",,,"6.7","8.1","11,185","9,346","37005","DISABLT","VISION","CrdPrv","Vision Disability","POINT (-81.1272787621881 36.4916227409052)"
"2021","NC","North Carolina","Polk","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","42.9",,,"37.4","48.3","19,986","16,898","37149","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol","POINT (-82.170181353608 35.2792484455477)"
"2022","NC","North Carolina","Person","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","14.9",,,"13.0","17.1","39,386","31,351","37145","HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-78.9717598158032 36.3900143908706)"
"2022","NC","North Carolina","Chowan","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","12.2",,,"10.5","14.0","13,940","11,202","37041","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-76.6081998621462 36.1488065523219)"
"2022","NC","North Carolina","Transylvania","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.2",,,"8.1","10.5","33,355","28,332","37175","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-82.7987373770396 35.2014202945151)"
"2022","NC","North Carolina","Camden","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","11.8",,,"10.3","13.3","11,088","8,570","37029","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-76.2049603642896 36.3863407828493)"
"2022","NC","North Carolina","Chowan","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","5.7",,,"5.2","6.2","13,940","11,202","37041","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-76.6081998621462 36.1488065523219)"
"2022","NC","North Carolina","Pasquotank","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","19.1",,,"16.8","21.4","40,938","32,327","37139","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-76.2844399122087 36.2952169111293)"
"2022","NC","North Carolina","Surry","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","9.9",,,"8.9","10.9","71,403","56,506","37171","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-80.6880595387123 36.4143133430213)"
"2021","NC","North Carolina","Surry","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","38.7",,,"34.2","43.3","71,403","56,506","37171","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-80.6880595387123 36.4143133430213)"
"2022","NC","North Carolina","Anson","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","13.4",,,"12.2","14.6","22,202","17,846","37007","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-80.1026872705448 34.9736529585894)"
"2022","NC","North Carolina","Pender","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","32.9",,,"26.4","39.8","65,737","51,154","37141","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-77.9052662106959 34.5249111261759)"
"2021","NC","North Carolina","Macon","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","31.3",,,"26.7","36.3","38,065","31,219","37113","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-83.4217780844555 35.1506263752147)"
"2022","NC","North Carolina","Chatham","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","13.6",,,"12.0","15.2","79,864","64,854","37037","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress","POINT (-79.2552206168112 35.7026752604208)"
"2021","NC","North Carolina","Surry","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","80.6",,,"77.3","83.5","71,403","56,506","37171","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication","POINT (-80.6880595387123 36.4143133430213)"
"2022","NC","North Carolina","Franklin","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","5.6",,,"5.1","6.1","74,539","58,589","37069","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-78.2855965915324 36.0827093866128)"
"2022","NC","North Carolina","Pitt","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","78.5",,,"71.2","84.4","173,542","136,973","37147","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-77.374678818702 35.5934498276118)"
"2022","NC","North Carolina","Warren","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","19.6",,,"17.5","21.7","18,713","15,455","37185","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-78.1065171313416 36.3966767382286)"
"2022","NC","North Carolina","Robeson","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence","5.5",,,"5.1","6.0","116,663","87,156","37155","HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-79.1037511522453 34.6404234382968)"
"2022","NC","North Carolina","Watauga","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Age-adjusted prevalence","31.5",,,"26.7","36.6","55,089","48,616","37189","SOCLNEED","ISOLATION","AgeAdjPrv","Social Isolation","POINT (-81.6965516146841 36.2310171963868)"
"2022","NC","North Carolina","Cleveland","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","25.2",,,"21.6","29.0","100,670","78,292","37045","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-81.5554731480207 35.3336676514711)"
"2022","NC","North Carolina","Swain","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","18.8",,,"17.0","20.9","13,967","10,864","37173","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-83.4925803630805 35.4868277405668)"
"2022","NC","North Carolina","Moore","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","67.5",,,"63.7","70.8","105,531","82,726","37125","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-79.4810833853778 35.3107524292018)"
"2022","NC","North Carolina","Bladen","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","15.8",,,"14.0","17.7","29,446","23,540","37017","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-78.5631528118713 34.6142975484762)"
"2022","NC","North Carolina","Camden","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","15.8",,,"13.7","18.1","11,088","8,570","37029","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking","POINT (-76.2049603642896 36.3863407828493)"
"2022","NC","North Carolina","Sampson","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","16.8",,,"15.0","18.8","59,120","44,784","37163","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-78.3716173368201 34.9921847299645)"
